Name,Description,CostPrice,TaxRate,CostIncTax,SalePriceIncTax,IsVariablePrice,MarginPerc,TaxExemptEligible,RRPrice,BottleDepositItemName,Barcode,Category,Size,Colour,ProductType,TareWeight,ProductId,AgeRestriction
"Pluvera Half Box","Pluvera Half Box",17.50000, ,17.50000,23.00000,,0.239130,,0, , ,"Frozen Protein", , ,Standard, ,6679161, 
"AH Sorrel Leaves","AH Sorrel Leaves",2.70000, ,2.70000,3.49000,,0.226360,,0, ,5061069145489,Grocery, , ,Standard, ,6679263, 
"African Queen Sardines","African Queen Sardines",0.70000, ,0.70000,1.00000,,0.300000,,0, ,3393710004916,Grocery, , ,Standard, ,6679280, 
Maltina,Maltina,10.99000, ,10.99000,13.99000,,0.214440,,0, , ,Groceries, , ,Standard, ,6680061, 
"Jafro Chin Chin 250g","Jafro Chin Chin 250g",1.42000, ,1.42000,1.99000,,0.286430,,0, ,634158847738,Grocery, , ,Standard, ,6680070, 
"Milo Asian 400g","Milo Asian 400g",3.00000, ,3.00000,3.99000,,0.248120,,0, ,8888082117722,Beverage, , ,Standard, ,6680104, 
"Hungryman noodle4s","Hungryman noodles",0.42000, ,0.42000,1.00000,,0.580000,,0, ,6156000147628,noodles, , ,Standard, ,6705517, 
"Hungryman 3","Hungryman 3",1.25000, ,1.25000,2.50000,,0.500000,,0, ,6156000147628,noodles, , ,Standard, ,6705537, 
"Indomie Superpasck","Indomie Superpasck",0.45000, ,0.45000,0.80000,,0.437500,,0, ,6156000147628,noodles, , ,Standard, ,6706562, 
"Superpack 3","Superpack 3",1.40000, ,1.40000,2.00000,,0.300000,,0, ,6156000147628,noodles, , ,Standard, ,6706570, 
"Puregro Red Peanut 1.5kg","Red Peanut",3.75000, ,3.75000,4.99000,,0.248500,,0, ,5061004299147,Grocery, , ,Standard, ,6706658, 
"Red Kidney Beans 2kg","Red Kidney Beans 2kg",3.75000, ,3.75000,4.99000,,0.248500,,0, ,5060331890737,Beans, , ,Standard, ,6706676, 
"Agbalumo 3","Agbalumo 3",1.70000, ,1.70000,2.50000,,0.320000,,0, , ,Fruit, , ,Standard, ,6706698, 
"Mackerel/Titus 20kg","Mackerel/Titus 20kg",85.00000, ,85.00000,100.00000,,0.150000,,0, , ,Fish, , ,Standard, ,6706784, 
"Salmon Boneless 600g","Salmon Boneless 600g",4.90000, ,4.90000,6.90000,,0.289860,,0, ,792649160275,Fish, , ,Standard, ,6706832, 
"Salmon steaks 160g","Salmon steaks 160g",4.50000, ,4.50000,6.50000,,0.307690,,0, ,792649160251,Fish, , ,Standard, ,6706898, 
"Tilapia steaks 1kg","Tilapia steaks 1kg",2.85000, ,2.85000,4.50000,,0.366670,,0, ,7141043777009,Fish, , ,Standard, ,6707222, 
"Palm wine/ Emu","Palm wine/ Emu",2.80000,NoTax,2.80000,3.70000,,0.243240,,0, ,6034000679076,Grocery, , ,Standard, ,6775294, 
"Acha/Fonio grain","Acha/Fonio grain",0.70000, ,0.70000,7.99000,,0.912390,,0, , ,flour, , ,Standard, ,6907475, 
"Long Pepper","Long Pepper",2.00000, ,2.00000,4.00000,,0.500000,,0, , ,Peppers, , ,Weighed, ,6908508, 
"Bournvita Big","Bournvita Big",8.70000, ,8.70000,10.99000,,0.208370,,0, ,7622210492135,Beverage, , ,Standard, ,6908636, 
"Lemon Juice","Lemon Juice",0.80000, ,0.80000,1.20000,,0.333330,,0, ,"5013635410774,5029788200773",Drinks, , ,Standard, ,6909323, 
"Half box of yam","Half box of yam",18.19000, ,18.19000,24.00000,,0.242080,,0, , , , , ,Standard, ,6994794, 
Abacha,Abacha,1.30000, ,1.30000,1.79000,,0.273740,,0, ,5061069140668,Grocery, , ,Standard, ,7037853, 
"AH Cocoyam fufu","AH Cocoyam fufu",2.20000, ,2.20000,2.99000,,0.264210,,0, ,5061069143294,flour, , ,Standard, ,7038307, 
"AH ground crayfish 150g","AH ground crayfish 150g",3.80000, ,3.80000,5.49000,,0.307830,,0, ,5061069146134,Grocery, , ,Standard, ,7038403, 
"Catfish Chunks smoked 300g","Catfish Chunks smoked 300g",7.60000, ,7.60000,10.99000,,0.308460,,0, ,5070003227204,Fish, , ,Standard, ,7038777, 
Meditrit-3,Meditrit-3,4.00000, ,4.00000,5.50000,,0.272730,,0, ,"69573521,69573514",Cream, , ,Standard, ,7040323, 
Beef,Beef,7.50000, ,7.50000,9.99000,,0.249250,,0, , ,"Frozen Protein", , ,Weighed, ,7040800, 
"Grill combo","Grill combo",75.00000, ,75.00000,100.00000,,0.250000,,0, , ,"Frozen Protein", , ,Standard, ,7080745, 
"Ah Catfish Ring Smoked 300g","Ah Catfish Ring Smoked 300g",7.50000, ,7.50000,10.49000,,0.285030,,0, ,5070003227259,Fish, , ,Standard, ,7098027, 
"Ah Honey Beans 1.5kg","Ah Honey Beans 1.5kg",4.59000, ,4.59000,5.99000,,0.233720,,0, ,5061069145045,Beans, , ,Standard, ,7098101, 
"Dalgety Camomile&Lemongrass Tea 40g","Dalgety Camomile&Lemongrass Tea 40g",1.84000, ,1.84000,2.50000,,0.264000,,0, ,6712670000610,Tea, , ,Standard, ,7098258, 
"Dalgety Cinnamon& pepeermint Tea","Dalgety Cinnamon& pepeermint Tea",1.84000, ,1.84000,2.50000,,0.264000,,0, ,6712670000603,Tea, , ,Standard, ,7098330, 
"Dalgety Goodnight sleep Tea 40g","Dalgety Goodnight sleep Tea 40g",2.40000, ,2.40000,3.20000,,0.250000,,0, ,6712670001105,Tea, , ,Standard, ,7098359, 
"Dalgety Green &Ginger Tea 40g","Dalgety Green &Ginger Tea 40g",1.70000, ,1.70000,2.50000,,0.320000,,0, ,6712670000634,Tea, , ,Standard, ,7098395, 
"Dalgety Ginseng & Ginger 122g","Dalgety Ginseng & Ginger 122g",2.41000, ,2.41000,3.10000,,0.222580,,0, ,6712670000894,Tea, , ,Standard, ,7098461, 
"Dalgety Mango Leaf Tea 40g","Dalgety Mango Leaf Tea 40g",1.70000, ,1.70000,2.50000,,0.320000,,0, ,6712670001129,Tea, , ,Standard, ,7098494, 
"Dalgety Moringa with ginger Tea 40g","Dalgety Moringa with ginger Tea 40g",2.40000, ,2.40000,3.20000,,0.250000,,0, ,6712670000672,Tea, , ,Standard, ,7098528, 
"Dalgety Neem Tea 40g","Dalgety Neem Tea 40g",1.70000, ,1.70000,2.50000,,0.320000,,0, ,6712670000962,Tea, , ,Standard, ,7098539, 
"Dalgety Pure Green tea 40g","Dalgety Pure Green tea 40g",1.70000, ,1.70000,2.50000,,0.320000,,0, ,6712670000436,Tea, , ,Standard, ,7098563, 
"Dalgety Pure moringa tea 40","Dalgety Pure moringa tea 40",2.40000, ,2.40000,3.20000,,0.250000,,0, ,6712670000719,Tea, , ,Standard, ,7098589, 
"Dalgety Pure Peppermint Tea 40g","Dalgety Pure Peppermint Tea 40g",1.70000, ,1.70000,2.50000,,0.320000,,0, ,6712670000283,Tea, , ,Standard, ,7098602, 
"Dalgety Tumeric &Ginger Tea 40g","Dalgety Tumeric &Ginger Tea 40g",2.40000, ,2.40000,3.20000,,0.250000,,0, ,6712670000948,Tea, , ,Standard, ,7098653, 
"Dalgety Pure Tumeric tea 40g","Dalgety Pure Tumeric tea 40g",1.70000, ,1.70000,2.50000,,0.320000,,0, ,6712670000924,Tea, , ,Standard, ,7098788, 
"Dalgety Tumeric &Black Pepper 40g","Dalgety Tumeric &Black Pepper 40g",1.70000, ,1.70000,2.50000,,0.320000,,0, ,6712670001082,Tea, , ,Standard, ,7098798, 
"DR BBQ Seasoning 600g","DR BBQ Seasoning 600g",3.83000, ,3.83000,4.99000,,0.232460,,0, ,5012389100245,seasoning, , ,Standard, ,7098844, 
"DR Curry Goat seasoning 100g","DR Curry Goat seasoning 100g",1.00000, ,1.00000,1.50000,,0.333330,,0, ,5012389673114,seasoning, , ,Standard, ,7098879, 
"Fufu Flakes 10k","Fufu Flakes 10k",35.99000, ,35.99000,45.99000,,0.217440,,0, ,8715017990900,flour, , ,Standard, ,7099027, 
"Gino Peppered tomato paste","Gino Peppered tomato paste",0.32000, ,0.32000,0.60000,,0.466670,,0, ,8410300369721,Groceries, , ,Standard, ,7101183, 
"Haffinique Peanut 510g","Haffinique Peanut 510g",2.50000, ,2.50000,3.99000,,0.373430,,0, ,6156000034201,Groceries, , ,Standard, ,7101237, 
"Kawun/Potash 200g","Kawun/Potash 200g",1.60000, ,1.60000,2.20000,,0.272730,,0, , ,Groceries, , ,Standard, ,7101293, 
"Megamalt 6pk","Megamalt 6pk",4.05000, ,4.05000,4.99000,,0.188380,,0, ,5029788216316,Drinks, , ,Standard, ,7101712, 
"Rajah Whole Black pepper","Rajah Whole Black pepper",2.20000, ,2.20000,2.99000,,0.264210,,0, , ,spice, , ,Standard, ,7102214, 
"Raja Cinamon stick(CASSIA BARK)","Raja Cinamon stick(CASSIA BARK)",0.75000, ,0.75000,1.00000,,0.250000,,0, ,5015821145149,spice, , ,Standard, ,7102246, 
"RG Shitto Extra Hot 350ml","RG Shitto Extra Hot 350ml",4.00000, ,4.00000,5.49000,,0.271400,,0, ,"5061069144673,5061069141986",spice, , ,Standard, ,7102264, 
"Spicity Chicken","Spicity Chicken",0.10000, ,0.10000,0.20000,,0.500000,,0, ,6156000101798,seasoning, , ,Standard, ,7102701, 
"Spicity Fried Rice","Spicity Fried Rice",0.07000, ,0.07000,0.10000,,0.300000,,0, ,6156000169958,spice, , ,Standard, ,7102778, 
"Tolly boy 20kg","Tolly boy 20kg",25.99000, ,25.99000,31.99000,,0.187560,,0, ,5015821126803,Rice, , ,Standard, ,7102853, 
"Wosiwosi peanut 500g","Wosiwosi peanut 500g",3.00000, ,3.00000,4.99000,,0.398800,,0, ,9702089202528,Groceries, , ,Standard, ,7102874, 
"Ts Beef Stock","Ts Beef Stock",3.17000, ,3.17000,3.99000,,0.205510,,0, ,5029788175002,seasoning, , ,Standard, ,7102917, 
"Ts Coconut Milk","Ts Coconut Milk",0.75000, ,0.75000,0.99000,,0.242420,,0, ,5029788197615,Groceries, , ,Standard, ,7102930, 
"Ts Instant Ginger Tea","Ts Instant Ginger Tea",1.90000, ,1.90000,2.99000,,0.364550,,0, ,5029788185506,Tea, , ,Standard, ,7103262, 
"Ts Jollof Rice Powder 1kg","Ts Jollof Rice Powder 1kg",4.20000, ,4.20000,5.50000,,0.236360,,0, ,5029788212257,seasoning, , ,Standard, ,7103272, 
"Ts Lamb Powder","Ts Lamb Powder",3.20000, ,3.20000,4.20000,,0.238100,,0, ,5029788175200,seasoning, , ,Standard, ,7103281, 
"Ts White Kiney Beans","Ts White Kiney Beans",1.45000, ,1.45000,1.99000,,0.271360,,0, ,5029788156407,Beans, , ,Standard, ,7103346, 
"Lasor Peppersoup 10g","Lasor Peppersoup 10g",0.09000, ,0.09000,0.20000,,0.550000,,0, ,"6156000109459,6156000109459",seasoning, , ,Standard, ,7103425, 
"Scent Leave","Scent Leave",2.00000, ,2.00000,3.00000,,0.333330,,0, , ,vegetrables, , ,Standard, ,7120967, 
Kokoro,Kokoro,1.50000, ,1.50000,2.00000,,0.250000,,0, ,3343124192808,Snack, , ,Standard, ,7123371, 
"Chicken wings","Chicken wings",18.00000, ,18.00000,23.99000,,0.249690,,0, , ,"Frozen Protein", , ,Standard, ,7123585, 
"Pomo 1kg","Smoked mask 1kg",4.61000, ,4.61000,5.99000,,0.230380,,0, , ,"Frozen Protein", , ,Standard, ,7168392, 
"Tilapia 500-800g","Tilapia 500-800g",4.50000, ,4.50000,9.99000,,0.549550,,0, ,787099234515,"Frozen Protein", , ,Standard, ,7168404, 
"shaki box(uncut) 10kg","shaki box(uncut) 10kg",27.50000, ,27.50000,38.00000,,0.276320,,0, , ,"Frozen Protein", , ,Standard, ,7168411, 
"chicken 1kg","chicken 1kg",1.70000, ,1.70000,2.99000,,0.431440,,0, , ,"Frozen Protein", , ,Standard, ,7168414, 
"Yellow Plantain Box","Yellow Plantain Box",40.70000, ,40.70000,50.00000,,0.186000,,0, , ,Groceries, , ,Standard, ,7169561, 
"Yellow plantain quater","Yellow plantain quater",10.34000, ,10.34000,13.50000,,0.234070,,0, , ,Groceries, , ,Standard, ,7169573, 
"Okpei 50g","Okpei 50g",4.10000, ,4.10000,5.99000,,0.315530,,0, , ,Groceries, , ,Standard, ,7170072, 
"Ugba 100g","Ugba 100g",2.22000, ,2.22000,2.99000,,0.257530,,0, , ,Groceries, , ,Standard, ,7170124, 
"Prekese 100g","Prekese 100g",1.00000, ,1.00000,1.99000,,0.497490,,0, , ,spice, , ,Standard, ,7170154, 
"Fresh Eggs Crate","Fresh Eggs Crate",5.00000, ,5.00000,6.50000,,0.230770,,0, , ,Groceries, , ,Standard, ,7170444, 
"Blueband 250g(small)","Blueband 250g(small)",1.60000, ,1.60000,2.50000,,0.360000,,0, ,6034000482584,Groceries, , ,Standard, ,7251990, 
Dates,Dates,1.00000, ,1.00000,1.50000,,0.333330,,0, , ,Groceries, , ,Standard, ,7252068, 
